uuid,day_id,license,model,feature,requests_cnt,spent_amount
user_200,2025-05-09,Basic,Model_A,Feature_1,11.0,3.92
user_627,2025-04-09,Standard,Model_B,Feature_2,36.0,13.41
user_220,2025-03-07,Standard,Model_B,Feature_1,35.0,14.18
user_281,2025-05-16,Standard,Model_D,Feature_4,51.0,1.57
user_654,2025-04-25,Basic,Model_D,Feature_2,30.0,4.72
user_22,2025-04-30,Basic,Model_A,Feature_2,10.0,3.99
user_29,2025-04-18,Premium,Model_C,Feature_1,145.0,36.19
user_573,2025-03-14,Basic,Model_A,Feature_2,16.0,5.4399999999999995
user_415,2025-05-13,Enterprise,Model_A,Feature_1,75.0,23.82
user_966,2025-05-06,Basic,Model_D,Feature_2,34.0,7.03
user_814,2025-05-30,Premium,Model_C,Feature_1,187.0,41.39
user_207,2025-05-21,Premium,Model_B,Feature_4,13.0,5.07
user_209,2025-05-01,Basic,Model_C,Feature_1,101.0,21.14
user_863,2025-05-01,Standard,Model_A,Feature_2,14.0,5.08
user_540,2025-04-15,Enterprise,Model_D,Feature_1,177.0,36.120000000000005
user_491,2025-04-15,Enterprise,Model_E,Feature_2,63.0,14.85
user_9,2025-05-12,Standard,Model_C,Feature_1,45.0,7.6
user_608,2025-04-22,Basic,Model_C,Feature_2,30.0,6.039999999999999
user_357,2025-04-15,Standard,Model_C,Feature_2,41.0,5.74
user_497,2025-04-19,Basic,Model_A,Feature_1,12.0,4.95
user_812,2025-03-12,Enterprise,Model_C,Feature_3,177.0,38.16
user_942,2025-04-22,Standard,Model_E,Feature_2,24.0,4.56
user_834,2025-03-13,Basic,Model_B,Feature_1,12.0,4.34
user_492,2025-05-16,Premium,Model_A,Feature_2,30.0,12.31
user_271,2025-05-13,Enterprise,Model_C,Feature_5,57.0,13.02
user_699,2025-04-21,Standard,Model_C,Feature_2,31.0,3.75
user_341,2025-05-15,Enterprise,Model_E,Feature_1,126.0,26.1
user_66,2025-03-15,Enterprise,Model_C,Feature_2,69.0,15.51
user_178,2025-03-26,Enterprise,Model_B,Feature_1,27.0,10.77
user_201,2025-03-17,Standard,Model_B,Feature_2,32.0,12.82
user_497,2025-04-14,Basic,Model_C,Feature_2,21.0,3.16
user_776,2025-05-01,Standard,Model_D,Feature_1,121.0,27.130000000000003
user_503,2025-05-29,Basic,Model_D,Feature_2,32.0,6.59
user_692,2025-05-07,Premium,Model_A,Feature_3,34.0,13.8
user_699,2025-04-10,Standard,Model_C,Feature_3,43.0,11.14
user_791,2025-03-25,Enterprise,Model_D,Feature_1,99.0,23.46
user_603,2025-05-23,Standard,Model_B,Feature_3,41.0,14.83
user_270,2025-04-10,Basic,Model_A,Feature_4,14.0,4.73
user_693,2025-05-08,Premium,Model_C,Feature_1,78.0,20.69
user_801,2025-04-23,Basic,Model_C,Feature_5,23.0,4.27
user_576,2025-05-08,Enterprise,Model_C,Feature_1,105.0,21.57
user_34,2025-04-11,Enterprise,Model_D,Feature_1,111.0,26.01
user_428,2025-04-09,Standard,Model_A,Feature_2,11.0,3.84
user_809,2025-04-11,Basic,Model_E,Feature_5,75.0,13.75
user_753,2025-05-15,Standard,Model_E,Feature_1,36.0,6.22
user_373,2025-03-26,Enterprise,Model_D,Feature_5,135.0,28.5
user_36,2025-05-16,Basic,Model_A,Feature_3,13.0,4.77
user_53,2025-03-20,Basic,Model_B,Feature_1,9.0,3.65
user_312,2025-04-12,Premium,Model_D,Feature_1,164.0,31.83
user_185,2025-05-20,Standard,Model_C,Feature_3,68.0,14.27
user_288,2025-04-24,Enterprise,Model_D,Feature_2,198.0,52.74
user_274,2025-05-07,Premium,Model_B,Feature_5,27.0,10.87
user_548,2025-03-31,Basic,Model_A,Feature_2,18.0,6.5600000000000005
user_383,2025-05-07,Basic,Model_E,Feature_2,22.0,2.43
user_756,2025-04-09,Premium,Model_C,Feature_4,198.0,42.05
user_398,2025-04-24,Standard,Model_C,Feature_4,60.0,2.77
user_367,2025-03-22,Premium,Model_D,Feature_2,75.0,13.24
user_892,2025-03-25,Enterprise,Model_A,Feature_3,72.0,28.83
user_260,2025-05-11,Enterprise,Model_D,Feature_1,105.0,19.59
user_543,2025-03-07,Enterprise,Model_B,Feature_2,45.0,17.58
user_488,2025-03-20,Enterprise,Model_A,Feature_3,60.0,22.08
user_903,2025-03-06,Standard,Model_C,Feature_3,41.0,8.67
user_386,2025-03-27,Basic,Model_E,Feature_4,33.0,3.36
user_138,2025-03-21,Enterprise,Model_C,Feature_1,120.0,24.99
user_189,2025-03-14,Basic,Model_D,Feature_1,40.0,10.58
user_137,2025-03-28,Enterprise,Model_A,Feature_2,36.0,11.07
user_346,2025-05-19,Premium,Model_A,Feature_3,28.0,11.09
user_483,2025-03-19,Basic,Model_A,Feature_1,20.0,7.12
user_462,2025-05-30,Enterprise,Model_D,Feature_1,84.0,15.03
user_380,2025-03-06,Basic,Model_D,Feature_1,77.0,16.28
user_174,2025-05-27,Enterprise,Model_C,Feature_1,126.0,30.33
user_60,2025-03-20,Basic,Model_D,Feature_1,100.0,18.73
user_766,2025-05-15,Basic,Model_A,Feature_1,12.0,4.07
user_662,2025-05-07,Enterprise,Model_E,Feature_2,108.0,17.520000000000003
user_151,2025-03-04,Standard,Model_A,Feature_1,24.0,8.3
user_446,2025-05-24,Basic,Model_B,Feature_5,12.0,5.24
user_69,2025-04-22,Basic,Model_C,Feature_3,24.0,5.82
user_157,2025-04-24,Basic,Model_E,Feature_2,19.0,3.51
user_894,2025-04-11,Basic,Model_D,Feature_3,18.0,3.89
user_188,2025-05-27,Enterprise,Model_D,Feature_1,90.0,22.41
user_931,2025-05-29,Enterprise,Model_C,Feature_2,138.0,31.59
user_918,2025-04-09,Premium,Model_A,Feature_3,23.0,8.6
user_677,2025-03-18,Basic,Model_D,Feature_5,36.0,6.56
user_538,2025-05-02,Premium,Model_E,Feature_1,120.0,19.6
user_152,2025-03-06,Premium,Model_A,Feature_2,14.0,5.55
user_914,2025-04-25,Premium,Model_B,Feature_1,24.0,8.55
user_963,2025-05-12,Premium,Model_B,Feature_1,39.0,15.509999999999998
user_93,2025-04-10,Premium,Model_D,Feature_1,86.0,14.96
user_886,2025-04-14,Enterprise,Model_E,Feature_1,165.0,35.370000000000005
user_378,2025-04-09,Standard,Model_C,Feature_2,61.0,11.46
user_528,2025-04-28,Premium,Model_E,Feature_1,62.0,10.43
user_482,2025-03-27,Enterprise,Model_E,Feature_1,93.0,11.88
user_772,2025-05-23,Enterprise,Model_E,Feature_2,117.0,23.49
user_609,2025-03-05,Premium,Model_D,Feature_1,71.0,17.57
user_495,2025-05-08,Enterprise,Model_A,Feature_2,33.0,13.2
user_200,2025-04-18,Basic,Model_B,Feature_2,13.0,5.53
user_632,2025-05-14,Standard,Model_C,Feature_5,35.0,7.48
user_85,2025-04-30,Premium,Model_A,Feature_1,73.0,26.830000000000002
user_45,2025-05-29,Basic,Model_A,Feature_4,13.0,4.37
user_906,2025-03-14,Enterprise,Model_A,Feature_1,21.0,7.17
user_106,2025-04-10,Standard,Model_C,Feature_5,28.0,5.78
user_742,2025-04-29,Standard,Model_D,Feature_1,175.0,33.5
user_69,2025-05-23,Basic,Model_A,Feature_3,27.0,9.66
user_102,2025-03-14,Basic,Model_D,Feature_1,36.0,9.11
user_343,2025-04-04,Basic,Model_A,Feature_4,17.0,5.93
user_229,2025-04-17,Basic,Model_D,Feature_5,37.0,7.61
user_872,2025-05-06,Enterprise,Model_E,Feature_2,60.0,12.12
user_21,2025-04-07,Premium,Model_B,Feature_1,45.0,15.22
user_357,2025-04-04,Standard,Model_C,Feature_1,49.0,6.97
user_895,2025-04-24,Basic,Model_A,Feature_5,8.0,3.13
user_728,2025-03-03,Premium,Model_A,Feature_3,24.0,8.09
user_274,2025-03-08,Premium,Model_B,Feature_3,31.0,10.07
user_572,2025-04-14,Premium,Model_E,Feature_1,53.0,13.08
user_402,2025-05-21,Enterprise,Model_B,Feature_2,129.0,47.010000000000005
user_744,2025-04-23,Basic,Model_D,Feature_2,32.0,6.91
user_861,2025-05-09,Enterprise,Model_B,Feature_1,33.0,10.74
user_248,2025-05-14,Basic,Model_D,Feature_1,28.0,4.72
user_644,2025-03-17,Standard,Model_D,Feature_2,107.0,24.29
user_387,2025-03-24,Enterprise,Model_E,Feature_5,87.0,8.79
user_543,2025-05-01,Enterprise,Model_B,Feature_2,36.0,15.48
user_734,2025-05-19,Standard,Model_A,Feature_1,15.0,5.21
user_113,2025-05-14,Standard,Model_B,Feature_4,1.0,0.43
user_13,2025-04-04,Basic,Model_E,Feature_5,28.0,5.19
user_30,2025-05-05,Standard,Model_A,Feature_1,13.0,4.52
user_683,2025-03-10,Premium,Model_C,Feature_1,51.0,11.51
user_298,2025-03-25,Premium,Model_A,Feature_1,17.0,5.05
user_737,2025-05-16,Premium,Model_C,Feature_5,58.0,11.51
user_777,2025-05-01,Premium,Model_D,Feature_2,159.0,34.56999999999999
user_895,2025-05-26,Basic,Model_A,Feature_1,21.0,7.93
user_573,2025-04-21,Basic,Model_D,Feature_3,19.0,2.83
user_847,2025-03-18,Standard,Model_C,Feature_2,59.0,12.879999999999999
user_959,2025-04-25,Enterprise,Model_B,Feature_2,39.0,16.47
user_299,2025-05-26,Premium,Model_B,Feature_3,39.0,14.12
user_914,2025-04-24,Premium,Model_B,Feature_2,33.0,14.09
user_373,2025-04-15,Enterprise,Model_E,Feature_3,90.0,12.6
user_236,2025-03-24,Standard,Model_E,Feature_2,66.0,12.83
user_779,2025-05-26,Enterprise,Model_B,Feature_1,30.0,11.76
user_961,2025-05-27,Standard,Model_D,Feature_2,84.0,20.27
user_712,2025-05-31,Standard,Model_B,Feature_2,21.0,8.02
user_688,2025-03-06,Basic,Model_C,Feature_1,32.0,6.09
user_785,2025-03-02,Basic,Model_C,Feature_1,29.0,5.59
user_753,2025-03-20,Standard,Model_E,Feature_2,42.0,2.8
user_138,2025-05-21,Enterprise,Model_A,Feature_3,75.0,27.240000000000002
user_785,2025-04-17,Basic,Model_C,Feature_3,48.0,10.43
user_705,2025-04-21,Premium,Model_C,Feature_1,70.0,14.2
user_205,2025-04-30,Standard,Model_A,Feature_1,15.0,5.59
user_435,2025-04-17,Standard,Model_B,Feature_3,20.0,6.89
user_609,2025-03-26,Premium,Model_D,Feature_1,76.0,14.18
user_348,2025-05-29,Enterprise,Model_A,Feature_1,66.0,24.15
user_239,2025-05-29,Standard,Model_B,Feature_1,10.0,4.05
user_158,2025-05-09,Enterprise,Model_C,Feature_1,99.0,17.13
user_492,2025-05-06,Premium,Model_A,Feature_2,29.0,11.03
user_165,2025-05-14,Basic,Model_D,Feature_3,22.0,5.87
user_145,2025-04-28,Premium,Model_A,Feature_1,21.0,8.43
user_292,2025-04-23,Standard,Model_A,Feature_2,17.0,6.3
user_204,2025-03-03,Basic,Model_D,Feature_1,66.0,14.68
user_327,2025-04-04,Standard,Model_A,Feature_2,23.0,7.92
user_613,2025-05-30,Basic,Model_D,Feature_1,54.0,11.74
user_372,2025-03-30,Standard,Model_A,Feature_1,17.0,5.95
user_808,2025-05-15,Standard,Model_C,Feature_1,93.0,13.370000000000001
user_660,2025-05-28,Enterprise,Model_A,Feature_3,87.0,31.17
user_775,2025-03-10,Premium,Model_E,Feature_2,139.0,32.46
user_571,2025-05-27,Enterprise,Model_B,Feature_1,57.0,22.5
user_648,2025-04-25,Standard,Model_A,Feature_1,11.0,4.21
user_9,2025-05-20,Standard,Model_A,Feature_2,17.0,6.58
user_588,2025-05-15,Standard,Model_D,Feature_2,55.0,7.24
user_728,2025-05-05,Premium,Model_A,Feature_1,19.0,7.07
user_576,2025-04-29,Enterprise,Model_C,Feature_1,105.0,26.25
user_688,2025-03-21,Basic,Model_C,Feature_4,36.0,10.5
user_602,2025-05-19,Basic,Model_D,Feature_1,30.0,7.26
user_552,2025-04-08,Basic,Model_A,Feature_2,9.0,3.39
user_722,2025-05-19,Enterprise,Model_C,Feature_3,57.0,8.31
user_467,2025-03-29,Premium,Model_B,Feature_2,102.0,38.339999999999996
user_191,2025-05-11,Basic,Model_D,Feature_1,60.0,11.23
user_880,2025-04-23,Enterprise,Model_A,Feature_1,18.0,6.18
user_877,2025-05-14,Premium,Model_B,Feature_1,52.0,18.23
user_2,2025-04-29,Premium,Model_C,Feature_4,109.0,24.58
user_41,2025-05-21,Basic,Model_B,Feature_1,29.0,12.84
user_436,2025-04-07,Premium,Model_A,Feature_1,20.0,6.44
user_358,2025-04-25,Basic,Model_A,Feature_3,36.0,12.69
user_46,2025-03-13,Enterprise,Model_B,Feature_2,27.0,10.47
user_26,2025-03-04,Standard,Model_B,Feature_1,14.0,5.77
user_364,2025-05-22,Enterprise,Model_C,Feature_5,66.0,12.75
user_11,2025-04-11,Basic,Model_A,Feature_2,20.0,7.0
user_314,2025-04-21,Basic,Model_A,Feature_1,12.0,4.92
user_449,2025-05-09,Standard,Model_A,Feature_4,22.0,7.27
user_540,2025-04-11,Enterprise,Model_D,Feature_2,195.0,40.59
user_539,2025-05-07,Enterprise,Model_B,Feature_1,63.0,21.57
user_77,2025-05-22,Enterprise,Model_C,Feature_1,105.0,17.52
user_226,2025-05-02,Basic,Model_D,Feature_1,30.0,6.19
user_743,2025-04-04,Basic,Model_B,Feature_2,10.0,3.67
user_421,2025-05-08,Basic,Model_A,Feature_1,8.0,2.5
user_754,2025-03-07,Basic,Model_C,Feature_1,37.0,5.99
user_944,2025-04-29,Basic,Model_A,Feature_3,23.0,9.63
user_57,2025-05-14,Enterprise,Model_A,Feature_2,36.0,12.87
user_537,2025-04-22,Enterprise,Model_A,Feature_1,51.0,18.15
user_814,2025-03-25,Premium,Model_E,Feature_3,47.0,9.37
user_768,2025-03-06,Basic,Model_C,Feature_3,59.0,13.95
user_239,2025-04-18,Standard,Model_B,Feature_2,17.0,6.62
user_330,2025-03-10,Standard,Model_D,Feature_5,49.0,4.9
user_347,2025-05-02,Basic,Model_A,Feature_1,18.0,6.12
user_108,2025-03-05,Standard,Model_A,Feature_1,31.0,12.7
user_670,2025-03-07,Premium,Model_E,Feature_3,43.0,8.69
user_474,2025-03-18,Basic,Model_A,Feature_1,15.0,5.9399999999999995
user_859,2025-04-28,Enterprise,Model_C,Feature_5,42.0,5.22
user_363,2025-04-07,Enterprise,Model_A,Feature_3,105.0,35.55
user_635,2025-04-26,Enterprise,Model_A,Feature_2,66.0,25.08
user_727,2025-04-29,Basic,Model_A,Feature_2,18.0,6.96
user_887,2025-04-10,Standard,Model_C,Feature_1,52.0,13.27
user_801,2025-04-14,Basic,Model_C,Feature_3,28.0,7.0
user_933,2025-05-13,Enterprise,Model_B,Feature_3,1950.0,634.5
user_204,2025-03-01,Basic,Model_D,Feature_3,19.0,1.94
user_166,2025-04-22,Basic,Model_D,Feature_5,37.0,8.37
user_472,2025-05-21,Standard,Model_B,Feature_1,18.0,6.62
user_150,2025-03-09,Premium,Model_E,Feature_1,126.0,30.919999999999998
user_735,2025-03-24,Enterprise,Model_C,Feature_2,69.0,13.89
user_509,2025-03-10,Enterprise,Model_C,Feature_1,93.0,21.51
user_369,2025-05-30,Premium,Model_B,Feature_2,31.0,12.09
user_52,2025-04-11,Basic,Model_B,Feature_1,10.0,3.23
user_253,2025-04-09,Basic,Model_C,Feature_1,36.0,5.25
user_414,2025-03-17,Premium,Model_B,Feature_1,44.0,15.01
user_513,2025-05-17,Premium,Model_A,Feature_3,30.0,10.96
user_759,2025-05-05,Standard,Model_A,Feature_2,13.0,5.52
user_310,2025-04-30,Enterprise,Model_A,Feature_3,84.0,36.42
user_278,2025-05-26,Premium,Model_B,Feature_1,26.0,10.55
user_409,2025-04-17,Premium,Model_C,Feature_3,62.0,12.8
user_111,2025-04-09,Standard,Model_A,Feature_2,27.0,8.559999999999999
user_818,2025-05-02,Premium,Model_A,Feature_3,70.0,27.34
user_131,2025-05-30,Standard,Model_A,Feature_1,35.0,13.120000000000001
user_10,2025-04-24,Standard,Model_C,Feature_2,52.0,9.07
user_203,2025-03-25,Basic,Model_A,Feature_1,25.0,8.85
user_44,2025-04-08,Enterprise,Model_A,Feature_2,30.0,11.13
user_535,2025-03-14,Premium,Model_A,Feature_2,21.0,8.11
user_308,2025-05-16,Basic,Model_A,Feature_1,11.0,3.19
user_943,2025-04-28,Basic,Model_C,Feature_2,16.0,2.82
user_534,2025-04-09,Premium,Model_A,Feature_1,40.0,15.280000000000001
user_824,2025-05-16,Premium,Model_D,Feature_1,161.0,27.07
user_348,2025-05-05,Enterprise,Model_A,Feature_3,36.0,15.36
user_736,2025-03-06,Premium,Model_B,Feature_1,48.0,19.490000000000002
user_126,2025-03-24,Enterprise,Model_D,Feature_1,105.0,16.77
user_392,2025-04-27,Basic,Model_A,Feature_2,11.0,4.84
user_562,2025-05-15,Enterprise,Model_A,Feature_1,33.0,12.66
user_54,2025-04-21,Basic,Model_C,Feature_3,25.0,5.92
user_673,2025-05-05,Premium,Model_B,Feature_2,34.0,12.63
user_703,2025-05-01,Standard,Model_E,Feature_2,28.0,4.87
user_336,2025-03-17,Standard,Model_A,Feature_4,18.0,7.17
user_109,2025-05-14,Premium,Model_B,Feature_3,72.0,27.67
user_82,2025-04-12,Basic,Model_A,Feature_4,16.0,6.06
user_217,2025-05-10,Premium,Model_C,Feature_2,91.0,15.46
user_719,2025-05-16,Standard,Model_C,Feature_1,107.0,23.35
user_506,2025-04-15,Basic,Model_B,Feature_5,11.0,3.93
user_72,2025-05-30,Standard,Model_C,Feature_2,48.0,8.84
user_166,2025-05-20,Basic,Model_D,Feature_5,43.0,7.26
user_773,2025-04-04,Standard,Model_A,Feature_4,21.0,8.81
user_126,2025-04-28,Enterprise,Model_D,Feature_2,87.0,15.18
user_505,2025-04-22,Standard,Model_A,Feature_4,15.0,4.58
user_695,2025-03-17,Premium,Model_C,Feature_2,46.0,11.6
user_402,2025-05-30,Enterprise,Model_B,Feature_5,36.0,13.65
user_888,2025-05-11,Basic,Model_A,Feature_3,13.0,5.15
user_803,2025-05-16,Basic,Model_B,Feature_5,13.0,4.51
user_923,2025-04-25,Premium,Model_B,Feature_4,11.0,4.56
user_597,2025-03-04,Basic,Model_D,Feature_2,42.0,11.79
user_684,2025-04-09,Premium,Model_D,Feature_3,43.0,7.38
user_543,2025-03-23,Enterprise,Model_D,Feature_3,51.0,11.31
user_828,2025-05-02,Premium,Model_D,Feature_2,79.0,9.44
user_811,2025-04-22,Enterprise,Model_E,Feature_3,141.0,17.07
user_704,2025-05-28,Standard,Model_A,Feature_2,17.0,5.63
user_309,2025-05-13,Basic,Model_C,Feature_1,100.0,16.27
user_992,2025-05-30,Standard,Model_A,Feature_4,17.0,7.55
user_748,2025-04-18,Enterprise,Model_C,Feature_3,69.0,19.35
user_568,2025-04-13,Premium,Model_B,Feature_1,29.0,10.57
user_930,2025-05-06,Standard,Model_D,Feature_5,53.0,13.12
user_468,2025-05-23,Enterprise,Model_A,Feature_2,30.0,11.58
user_75,2025-03-05,Premium,Model_D,Feature_2,164.0,36.39
user_877,2025-05-09,Premium,Model_B,Feature_3,74.0,26.96
user_576,2025-05-01,Enterprise,Model_C,Feature_4,141.0,17.85
user_862,2025-05-26,Premium,Model_A,Feature_2,36.0,14.68
user_257,2025-04-23,Standard,Model_B,Feature_5,17.0,5.91
user_429,2025-03-07,Basic,Model_D,Feature_4,33.0,6.79
user_802,2025-03-26,Premium,Model_D,Feature_3,48.0,9.76
user_831,2025-05-09,Basic,Model_B,Feature_1,11.0,3.93
user_141,2025-04-18,Enterprise,Model_A,Feature_2,57.0,18.810000000000002
user_604,2025-04-23,Basic,Model_A,Feature_4,15.0,6.47
user_626,2025-04-09,Premium,Model_C,Feature_2,41.0,9.5
user_576,2025-05-16,Enterprise,Model_C,Feature_1,108.0,19.68
user_383,2025-03-22,Basic,Model_C,Feature_1,33.0,4.11
user_565,2025-03-27,Basic,Model_E,Feature_3,23.0,5.45
user_269,2025-05-16,Basic,Model_B,Feature_4,5.0,1.89
user_345,2025-05-13,Basic,Model_A,Feature_1,21.0,5.96
user_317,2025-05-28,Premium,Model_D,Feature_1,150.0,30.16
user_491,2025-03-21,Enterprise,Model_E,Feature_4,90.0,19.46
user_900,2025-05-14,Enterprise,Model_D,Feature_1,96.0,18.93
user_637,2025-05-19,Standard,Model_C,Feature_3,57.0,10.44
user_530,2025-04-07,Enterprise,Model_A,Feature_1,27.0,9.42
user_160,2025-04-18,Basic,Model_D,Feature_1,32.0,4.54
user_678,2025-03-14,Premium,Model_A,Feature_5,8.0,3.23
user_842,2025-04-26,Premium,Model_A,Feature_3,33.0,12.37
user_14,2025-04-08,Standard,Model_E,Feature_1,43.0,6.96
user_257,2025-05-19,Standard,Model_B,Feature_2,37.0,14.74
user_253,2025-04-14,Basic,Model_C,Feature_3,28.0,5.08
user_408,2025-04-10,Enterprise,Model_A,Feature_1,66.0,24.54
user_941,2025-05-19,Enterprise,Model_A,Feature_2,36.0,14.16
user_904,2025-04-20,Premium,Model_E,Feature_1,72.0,15.45
user_604,2025-04-21,Basic,Model_A,Feature_1,8.0,3.31
user_547,2025-03-07,Premium,Model_C,Feature_1,59.0,10.26
user_443,2025-05-29,Standard,Model_B,Feature_2,55.0,21.939999999999998
user_22,2025-03-20,Basic,Model_A,Feature_1,10.0,3.63
user_440,2025-05-09,Basic,Model_D,Feature_3,21.0,4.4
user_145,2025-03-31,Premium,Model_A,Feature_1,20.0,6.13
user_266,2025-03-31,Premium,Model_C,Feature_2,51.0,9.43
user_420,2025-04-16,Standard,Model_A,Feature_3,18.0,6.76
user_97,2025-05-20,Basic,Model_A,Feature_3,18.0,6.29
user_92,2025-03-25,Standard,Model_C,Feature_3,38.0,8.12
user_597,2025-04-07,Basic,Model_D,Feature_2,113.0,24.84
user_508,2025-03-27,Basic,Model_D,Feature_2,37.0,6.55
user_198,2025-05-15,Enterprise,Model_B,Feature_2,39.0,15.06
user_856,2025-05-19,Enterprise,Model_C,Feature_2,66.0,10.47
user_637,2025-05-13,Standard,Model_C,Feature_2,50.0,8.3
user_607,2025-04-15,Basic,Model_A,Feature_1,22.0,8.280000000000001
user_501,2025-03-10,Standard,Model_D,Feature_1,157.0,37.04
user_219,2025-04-16,Basic,Model_B,Feature_2,10.0,3.86
user_906,2025-05-15,Enterprise,Model_A,Feature_1,33.0,11.37
user_852,2025-05-21,Premium,Model_B,Feature_1,25.0,8.59
user_833,2025-05-20,Basic,Model_A,Feature_1,24.0,8.2
user_786,2025-04-07,Enterprise,Model_A,Feature_4,47.0,17.73
user_162,2025-04-17,Standard,Model_A,Feature_5,7.0,2.65
user_231,2025-05-27,Enterprise,Model_A,Feature_1,30.0,10.53
user_376,2025-05-12,Standard,Model_B,Feature_2,38.0,14.55
user_817,2025-03-15,Premium,Model_D,Feature_4,77.0,16.02
user_684,2025-03-18,Premium,Model_D,Feature_3,98.0,22.09
user_25,2025-04-22,Premium,Model_B,Feature_1,28.0,9.49
user_665,2025-04-22,Enterprise,Model_E,Feature_3,48.0,7.71
user_421,2025-03-04,Basic,Model_D,Feature_1,33.0,7.48
user_477,2025-05-02,Premium,Model_A,Feature_2,24.0,9.59
user_195,2025-05-06,Standard,Model_A,Feature_1,31.0,11.690000000000001
user_673,2025-03-07,Premium,Model_B,Feature_3,29.0,11.99
user_186,2025-03-24,Basic,Model_A,Feature_5,7.0,2.51
user_289,2025-03-30,Standard,Model_E,Feature_1,81.0,10.879999999999999
user_68,2025-05-09,Premium,Model_E,Feature_2,101.0,19.490000000000002
user_334,2025-03-28,Standard,Model_A,Feature_1,11.0,3.75
user_771,2025-05-18,Basic,Model_E,Feature_2,22.0,4.59
user_387,2025-05-30,Enterprise,Model_E,Feature_2,126.0,21.75
user_705,2025-04-28,Premium,Model_A,Feature_2,19.0,7.19
user_364,2025-05-16,Enterprise,Model_C,Feature_1,222.0,20.34
user_437,2025-03-06,Standard,Model_A,Feature_2,43.0,16.79
user_302,2025-03-04,Enterprise,Model_E,Feature_2,81.0,17.94
user_398,2025-05-22,Standard,Model_C,Feature_2,57.0,10.190000000000001
user_827,2025-03-27,Premium,Model_C,Feature_1,213.0,43.69
user_326,2025-03-16,Standard,Model_B,Feature_2,17.0,6.16
user_377,2025-03-21,Enterprise,Model_A,Feature_1,24.0,8.31
user_570,2025-04-17,Premium,Model_B,Feature_1,16.0,4.74
user_758,2025-05-16,Basic,Model_A,Feature_1,11.0,3.04
user_66,2025-03-17,Enterprise,Model_C,Feature_3,90.0,18.96
user_402,2025-03-21,Enterprise,Model_B,Feature_3,39.0,12.54
user_592,2025-04-28,Premium,Model_E,Feature_3,33.0,4.98
user_755,2025-05-12,Basic,Model_D,Feature_3,19.0,5.03
user_257,2025-05-30,Standard,Model_B,Feature_1,27.0,9.68
user_511,2025-03-21,Premium,Model_A,Feature_1,21.0,6.74
user_958,2025-05-05,Basic,Model_A,Feature_2,11.0,3.99
user_242,2025-03-13,Enterprise,Model_A,Feature_2,24.0,8.7
user_543,2025-03-21,Enterprise,Model_B,Feature_1,42.0,15.75
user_368,2025-05-29,Basic,Model_C,Feature_2,13.0,2.88
user_322,2025-05-19,Standard,Model_A,Feature_3,15.0,5.75
user_805,2025-05-08,Premium,Model_A,Feature_1,29.0,9.89
user_535,2025-05-19,Premium,Model_A,Feature_4,42.0,17.63
user_494,2025-03-30,Standard,Model_E,Feature_2,36.0,6.31
user_101,2025-05-08,Standard,Model_B,Feature_1,28.0,8.72
user_459,2025-05-28,Enterprise,Model_D,Feature_3,60.0,11.01
user_831,2025-04-09,Basic,Model_E,Feature_1,27.0,6.24
user_662,2025-05-06,Enterprise,Model_E,Feature_3,63.0,11.07
user_909,2025-04-09,Enterprise,Model_A,Feature_3,33.0,9.39
user_972,2025-05-27,Basic,Model_A,Feature_2,13.0,5.28
user_279,2025-03-07,Basic,Model_C,Feature_2,40.0,8.43
user_1,2025-04-08,Premium,Model_E,Feature_3,50.0,9.5
user_57,2025-05-07,Enterprise,Model_D,Feature_1,78.0,11.88
user_738,2025-04-15,Basic,Model_A,Feature_3,12.0,4.73
user_133,2025-03-12,Basic,Model_D,Feature_5,35.0,7.34
user_5,2025-03-11,Enterprise,Model_A,Feature_3,39.0,16.83
user_405,2025-04-15,Enterprise,Model_E,Feature_2,66.0,14.22
user_211,2025-05-12,Basic,Model_B,Feature_3,13.0,4.62
user_392,2025-05-17,Basic,Model_A,Feature_1,8.0,2.78
user_493,2025-04-27,Basic,Model_A,Feature_3,26.0,10.66
user_909,2025-05-02,Enterprise,Model_D,Feature_2,102.0,16.86
user_414,2025-04-24,Premium,Model_B,Feature_1,16.0,4.55
user_956,2025-05-14,Basic,Model_A,Feature_4,12.0,4.99
user_94,2025-04-10,Basic,Model_D,Feature_4,71.0,14.39
user_33,2025-04-14,Enterprise,Model_C,Feature_3,66.0,12.63
user_476,2025-05-15,Premium,Model_B,Feature_1,62.0,23.4
user_157,2025-04-16,Basic,Model_E,Feature_2,39.0,11.51
user_882,2025-05-02,Enterprise,Model_C,Feature_2,120.0,24.18
user_254,2025-04-25,Premium,Model_B,Feature_2,26.0,10.11
user_509,2025-05-07,Enterprise,Model_A,Feature_2,39.0,13.86
user_586,2025-05-04,Premium,Model_A,Feature_1,24.0,8.65
user_670,2025-03-27,Premium,Model_E,Feature_4,71.0,12.74
user_338,2025-05-20,Basic,Model_A,Feature_1,23.0,7.22
user_82,2025-04-23,Basic,Model_A,Feature_5,15.0,6.07
user_17,2025-04-17,Premium,Model_B,Feature_2,23.0,9.42
user_803,2025-04-21,Basic,Model_B,Feature_3,17.0,6.81
user_279,2025-05-23,Basic,Model_C,Feature_3,25.0,4.59
user_638,2025-05-20,Enterprise,Model_D,Feature_4,125.0,23.49
user_52,2025-03-25,Basic,Model_B,Feature_1,13.0,4.74
